num_topics,alpha,beta,u_mass,c_v
18,0.3,0.6,-3.4191517197607837,0.30440776704871225
18,0.3,1,-4.272382570523016,0.3314494604307367
18,0.3,symmetric,-2.7916872634839476,0.29854462056127534
18,0.6,0.01,-3.082975653075198,0.3013255013835549
18,0.6,0.3,-4.1939227716509295,0.3391805707256157
18,0.6,0.6,-4.2274707540327325,0.371647253334424
18,0.6,1,-5.3442807638883885,0.3805814703728188
18,0.6,symmetric,-3.502166534106633,0.3036788016214629
18,1,0.01,-2.915240974813534,0.31050514262016726
18,1,0.3,-3.871894486443394,0.35612887211062283
18,1,0.6,-2.8019921364803766,0.30148267367254855
18,1,1,-2.173905660277869,0.2951103093573168
18,1,symmetric,-3.531848618900162,0.33435974258849677
18,symmetric,0.01,-2.71271810322799,0.29131552718075543
18,symmetric,0.3,-3.0070003751906764,0.28104182637385966
18,symmetric,0.6,-2.710392636152863,0.26256014521702664
18,symmetric,1,-2.771501411118646,0.2779434341336397
18,symmetric,symmetric,-3.066265840769857,0.2956816500025014
18,asymmetric,0.01,-2.587703773633823,0.2910970581903004
18,asymmetric,0.3,-2.474191100189725,0.2676494416964131
18,asymmetric,0.6,-2.629542403665793,0.2748179828520467
18,asymmetric,1,-3.3749840081532305,0.33387167484490576
18,asymmetric,symmetric,-2.662137298175802,0.313691604671671
19,0.01,0.01,-2.346746975333177,0.28608800644068305
19,0.01,0.3,-2.703661035140611,0.27980503905486354
19,0.01,0.6,-2.6605478216693177,0.2809071909548597
19,0.01,1,-2.8507299116873193,0.28406112387826116
19,0.01,symmetric,-2.1992827274336904,0.2670955808677873
19,0.3,0.01,-2.7432103587820076,0.2792775194107208
19,0.3,0.3,-3.3530072558767583,0.3061062056924856
19,0.3,0.6,-3.6343197764697863,0.3121165681067374
19,0.3,1,-4.2381797265680685,0.3258621141641022
19,0.3,symmetric,-2.98302812951774,0.28802040399602025
19,0.6,0.01,-3.1280368850362334,0.303063943931605
19,0.6,0.3,-4.268689636722443,0.3507515251256343
19,0.6,0.6,-5.877318868120258,0.4109882078546787
19,0.6,1,-5.414400833824762,0.38904548466277056
19,0.6,symmetric,-3.2749303189969488,0.30702635546020085
19,1,0.01,-2.8679426325775133,0.31124131182349946
19,1,0.3,-3.808849573302545,0.35872420908082764
19,1,0.6,-2.7285840547381732,0.2880240204346477
19,1,1,-2.432925405102793,0.2761297380929439
19,1,symmetric,-3.4352232518892847,0.32770689073527465
19,symmetric,0.01,-2.4344823473785935,0.28320521666719767
19,symmetric,0.3,-2.428058460368767,0.27520878433732393
19,symmetric,0.6,-2.7769758949360117,0.2884710141611374
19,symmetric,1,-2.8982594232059062,0.29335297535565774
19,symmetric,symmetric,-2.3628930166055175,0.2794136312187123
19,asymmetric,0.01,-2.5936384043395093,0.28406061672034827
19,asymmetric,0.3,-2.755094396206716,0.29272704470714545
19,asymmetric,0.6,-2.883597219304175,0.3033253120629853
19,asymmetric,1,-3.717634260465221,0.3240938065258722
19,asymmetric,symmetric,-2.669853713448553,0.2914119197462311
20,0.01,0.01,-2.809066486675969,0.2855759346831717
20,0.01,0.3,-3.0385885410958475,0.28924218713316785
20,0.01,0.6,-3.1213738830983764,0.30021966809680906
20,0.01,1,-2.99627979651328,0.299971030063603
20,0.01,symmetric,-3.038354816737442,0.2824766055699749
20,0.3,0.01,-2.8063232267445586,0.2725813892729311
20,0.3,0.3,-3.8907513941756933,0.323557246207531
20,0.3,0.6,-3.5820162653600867,0.3039688516201613
20,0.3,1,-4.098869217549705,0.3442496304747164
20,0.3,symmetric,-2.9860964211074785,0.29615783970678233
20,0.6,0.01,-3.005795161361191,0.2971829830491233
20,0.6,0.3,-4.663490881307339,0.3508979851096035
20,0.6,0.6,-5.665640328207584,0.437794481301309
20,0.6,1,-6.284135907990593,0.41688484200442755
20,0.6,symmetric,-3.5681821338390263,0.3220804691384395
20,1,0.01,-3.2131777521184377,0.32241041991548824
20,1,0.3,-3.6393912210328856,0.3476816573106422
20,1,0.6,-2.703693579812296,0.2878902480020361
20,1,1,-2.892534876202709,0.2504330554761068
20,1,symmetric,-3.622205809477248,0.32929265493673193
20,symmetric,0.01,-2.874426542555438,0.28924233551549106
20,symmetric,0.3,-3.026062776371032,0.2927887678644355
20,symmetric,0.6,-3.0677994502971053,0.298822930213396
20,symmetric,1,-2.8937843163102133,0.30755977853798055
20,symmetric,symmetric,-2.98559314923983,0.28303375370308126
20,asymmetric,0.01,-2.8548740160003816,0.28667888854287726
20,asymmetric,0.3,-2.8855104711159356,0.2810030411998429
20,asymmetric,0.6,-2.8953830298623693,0.29104074595830987
20,asymmetric,1,-3.0266102707851656,0.3114233442852178
20,asymmetric,symmetric,-2.9907496061639787,0.2978028727084369
